8281,253,13249,39698,30381,33703|5.0,5.0,5.0,5.0,4.0|1332288000,1359676800,1359676800,1359676800,1359676800
8803,42639,1333,4950,42733,18274|5.0,5.0,3.0,5.0,5.0|1347494400,1358467200,1358467200,1358640000,1366848000
9544,5062,11640,12855,5064,8484,6552,47055,5066|5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0|1355011200,1355011200,1355011200,1355011200,1366329600,1366329600,1366329600,1404864000
10785,4623,5875,53712,14393,53751|4.0,4.0,5.0,5.0,5.0|1349049600,1351468800,1351555200,1351728000,1363046400
10852,14393,5875,53712,53765|5.0,5.0,5.0,3.0|1357430400,1358035200,1359763200,1360627200
10862,14393,54055,53712,53765|5.0,5.0,5.0,5.0|1369440000,1369440000,1369440000,1373241600
10923,1720,14393,4765,4767|5.0,5.0,5.0,5.0|1358035200,1360368000,1392595200,1394841600
10949,1154,14393,5875,53712|2.0,5.0,5.0,5.0|1357171200,1360627200,1360627200,1360627200
10996,14393,54545,54408,41581,54227|5.0,5.0,5.0,5.0,5.0|1344556800,1348012800,1348012800,1348012800,1348444800
11009,14393,5875,53712,53765,47444,53953|3.0,4.0,3.0,3.0,3.0,2.0|1397347200,1397779200,1398902400,1399680000,1400544000,1402272000
11028,5541,13532,13176,8523,14393,6739,17719|4.0,5.0,5.0,5.0,5.0,5.0,5.0|1369958400,1387756800,1388793600,1391558400,1392422400,1393027200,1396224000
11070,14393,5875,53712,53765,47444,53953|5.0,5.0,5.0,5.0,5.0,5.0|1357516800,1358208000,1360886400,1363305600,1394150400,1394755200
11075,14393,5875,53712,8592,29402|4.0,5.0,5.0,5.0,5.0|1360368000,1360540800,1360713600,1386892800,1388620800
11134,53953,47444,14393,41581,53765,53712|5.0,5.0,5.0,3.0,5.0,3.0|1123545600,1123545600,1123632000,1123632000,1123632000,1123632000
11137,53953,14393,53765,5875|4.0,2.0,4.0,5.0|1006732800,987033600,987033600,987033600
11147,55089,9440,6454,4813|1.0,3.0,3.0,1.0|1140048000,1180915200,1180915200,1188777600
11746,10670,13573,5035,12226|5.0,5.0,5.0,5.0|1370217600,1370217600,1370217600,1370217600
12961,35101,62975,5066,35142,35102,37031,62976,19236|5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0|1356134400,1362614400,1363651200,1366502400,1372982400,1380499200,1386547200,1388361600
13041,59298,7970,18613,49610|5.0,5.0,5.0,3.0|1388620800,1388620800,1388620800,1402531200
13707,2399,18497,4553,6218,65872|5.0,5.0,4.0,3.0,5.0|1387756800,1387756800,1387756800,1387756800,1390953600
14329,5831,69104,69106,69105,25006|5.0,5.0,5.0,5.0,5.0|1340150400,1372032000,1373500800,1389225600,1393545600
15261,10286,73636,63402,73638,63403,73639,73640,73637|4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0|1058227200,1389052800,1390608000,1390694400,1390867200,1391385600,1392940800,1398816000
15376,74158,12670,13889,12102|5.0,5.0,5.0,3.0|1363824000,1363824000,1363824000,1402444800
15378,74158,12670,13889,11462|2.0,5.0,1.0,5.0|1372204800,1372204800,1372204800,1372204800
15394,74158,12670,13889,4228|5.0,5.0,5.0,4.0|1365724800,1365724800,1365724800,1365724800
15415,74332,74158,12670,13889|5.0,4.0,4.0,3.0|1307923200,1357516800,1357516800,1357516800
15432,74395,74158,12670,13889,74396|5.0,5.0,5.0,5.0,4.0|1300406400,1304208000,1304208000,1304726400,1314576000
15447,12670,74158,13889,14069,74453|5.0,5.0,4.0,5.0,3.0|1373500800,1373932800,1374364800,1374710400,1375228800
15455,12670,74158,10892,74477,13889|5.0,5.0,5.0,1.0,5.0|1295049600,1295654400,1295740800,1315958400,1340150400
15464,12670,4223,74158,13889,74498|5.0,3.0,5.0,5.0,2.0|1372032000,1374105600,1374883200,1374883200,1374883200
15467,74158,12670,13889,8619,4874|4.0,4.0,4.0,3.0,4.0|1329264000,1329264000,1329264000,1376870400,1377561600
15501,74158,12670,13889,4490|5.0,5.0,5.0,5.0|1357862400,1357862400,1357862400,1357862400
15503,12670,13889,74629,74158|5.0,5.0,5.0,5.0|1358294400,1358294400,1397520000,1400025600
15915,20419,519,1155,8195,35901|3.0,5.0,5.0,5.0,4.0|1357689600,1357689600,1357689600,1357689600,1357689600
16006,8281,16067,6871,20419|5.0,4.0,4.0,5.0|1353888000,1355270400,1356307200,1378080000
16103,8138,4489,20419,8906|4.0,5.0,5.0,5.0|1357084800,1357776000,1359072000,1403136000
16195,8138,14565,4489,20419|5.0,4.0,5.0,5.0|1389225600,1389225600,1390780800,1392508800
16219,8138,76266,4489,20419,76238|5.0,4.0,5.0,5.0,3.0|1359936000,1364169600,1365984000,1370044800,1384560000
16279,21934,75528,5062,11640,16525,37146,77989,35142|4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0|1357430400,1357516800,1357862400,1358208000,1358640000,1369440000,1370217600,1372464000
16556,11576,46356,79042,79043,20419|4.0,4.0,4.0,5.0,5.0|1295827200,1295827200,1295827200,1358208000,1362528000
16634,8138,20419,32627,44835,79347|5.0,5.0,5.0,5.0,5.0|1039305600,1040601600,1040601600,1048896000,1094515200
16664,20419,8138,4489,79461|5.0,5.0,5.0,5.0|1391644800,1391644800,1391644800,1391644800
16759,20419,11369,11368,39498,79841|5.0,5.0,5.0,5.0,5.0|1014076800,1378771200,1380067200,1380067200,1381968000
16763,20419,30750,79859,79861,79860,74390|5.0,4.0,5.0,5.0,4.0,4.0|1347667200,1353974400,1353974400,1353974400,1388188800,1396915200
16789,79957,8138,4489,20419,76266|4.0,4.0,5.0,5.0,5.0|1350518400,1389312000,1389312000,1393027200,1393027200
16899,1720,20419,8138,4870,80416|2.0,5.0,5.0,3.0,4.0|1363219200,1366070400,1366070400,1377475200,1394668800
17011,8138,80811,4489,20419|5.0,5.0,5.0,5.0|1362182400,1365465600,1365465600,1373932800
17051,20419,10512,9743,13194,12285,28466|5.0,5.0,5.0,5.0,4.0,5.0|1372896000,1372896000,1372896000,1372896000,1372896000,1372896000
17316,20419,27771,53276,53277,37806|5.0,4.0,5.0,2.0,5.0|1038355200,1038355200,1038355200,1038355200,1043798400
18050,11839,19966,14680,38580,31130,35313,85130,85131|5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0|1353974400,1353974400,1353974400,1353974400,1353974400,1365724800,1365724800,1365724800
18505,15259,4490,14111,4234,4233,5891,4708,5163|5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0|1378166400,1378166400,1378166400,1378166400,1379462400,1379462400,1390780800,1395964800
18610,6871,16067,87467,8281,54513|3.0,3.0,3.0,4.0,5.0|1369612800,1369612800,1369612800,1369612800,1373328000
19530,70992,90804,90805,75793,1220|5.0,5.0,3.0,5.0,5.0|1355184000,1355184000,1355184000,1355184000,1361664000
19579,91547,70992,90804,90805,91548|4.0,4.0,4.0,4.0,4.0|1306540800,1365292800,1365292800,1365292800,1384819200
19581,70992,90804,90805,91556|5.0,5.0,5.0,1.0|1362873600,1362873600,1362873600,1390348800
20046,93715,93716,93717,93718,93719,93720,93721,93722|4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0|1335398400,1335398400,1335398400,1335398400,1335398400,1335398400,1335398400,1335398400
20214,94465,14218,7662,29354,9845|4.0,5.0,5.0,5.0,5.0|1260489600,1389744000,1391472000,1392508800,1393286400
20619,40278,96051,11053,30168,96049,96050,11055,40280|3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0|1343260800,1350259200,1356652800,1356652800,1356652800,1356652800,1356652800,1357171200
20826,96959,29732,70060,78970,9225|5.0,4.0,5.0,5.0,5.0|1003536000,1003536000,1003536000,1003622400,1003622400
20915,78970,4765,5547,4767|5.0,4.0,1.0,5.0|1391385600,1391385600,1391385600,1391385600
21715,77070,867,32388,32226,32389|4.0,5.0,5.0,5.0,5.0|1369008000,1390435200,1402012800,1403481600,1403481600
22729,18287,104876,104738,31591,36073|5.0,5.0,5.0,5.0,5.0|1354838400,1354838400,1364774400,1367452800,1367452800
22835,104738,105247,10101,13524,105246|3.0,5.0,4.0,5.0,5.0|1356912000,1364860800,1364860800,1365897600,1368921600
25300,113967,19656,19657,5432,87468|5.0,5.0,2.0,4.0,5.0|1390521600,1390521600,1390521600,1391212800,1403654400
25436,4460,87468,5904,10094,6255|2.0,2.0,5.0,5.0,5.0|1356393600,1359849600,1359849600,1359849600,1359849600
25785,4396,4370,4199,19461,7142|5.0,5.0,5.0,5.0,3.0|1304640000,1304640000,1304640000,1306713600,1306713600
25925,12668,11189,116073,14607,114163|4.0,4.0,4.0,3.0,4.0|1373328000,1373328000,1373328000,1373328000,1376265600
26003,11639,116414,116415,8715,116379|4.0,4.0,4.0,4.0,5.0|1361404800,1361404800,1361404800,1361404800,1392681600
27169,5111,10040,4612,4613|5.0,5.0,5.0,5.0|1356739200,1360800000,1363478400,1363824000
27247,1720,4870,10040,4767,4765|5.0,5.0,5.0,5.0,5.0|1357344000,1357776000,1359849600,1394409600,1394496000
27268,1720,59426,4870,10040|5.0,5.0,5.0,5.0|1356652800,1356739200,1356912000,1357776000
27324,120890,17735,115525,120891,10040|5.0,5.0,4.0,5.0,5.0|1386115200,1386201600,1386288000,1392163200,1398297600
27393,84365,110837,14179,120770|5.0,1.0,5.0,5.0|1364083200,1370304000,1371686400,1371859200
28246,8523,123755,123754,13532,13176,6739,17719|3.0,4.0,5.0,5.0,5.0,4.0,4.0|1367798400,1369180800,1370736000,1370736000,1370736000,1370736000,1370736000
28474,123654,63402,73638,124606,63403,124605,73640,73639|5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0|1381708800,1386028800,1386028800,1386806400,1387065600,1389312000,1389744000,1391385600
28881,27137,44,34743,126031,30312|5.0,1.0,5.0,5.0,5.0|1359849600,1361923200,1370736000,1380758400,1396656000
29291,105251,33085,127523,33089,57478,127522,33087,33088|4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0|1393286400,1401667200,1401840000,1401926400,1402012800,1405382400,1405382400,1405382400
29332,4767,127604,35872,127605,28773,127606,127607,127608|5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0|1362268800,1382745600,1383782400,1384041600,1385251200,1387065600,1391126400,1394928000
29398,16433,28773,9550,35872|5.0,5.0,2.0,5.0|1364083200,1367884800,1368489600,1373414400
29500,35872,28773,16433,10427,6262|5.0,5.0,5.0,5.0,5.0|1397088000,1397088000,1397088000,1397088000,1397088000
29525,36836,128038,128036,128037,8396,35872|5.0,5.0,5.0,5.0,5.0,5.0|1361836800,1362441600,1366761600,1368489600,1368489600,1379376000
29539,35872,28773,4782,16433|5.0,5.0,5.0,5.0|1373328000,1373328000,1373328000,1373328000
30042,7563,32502,55734,10186|5.0,5.0,5.0,5.0|1381795200,1397520000,1404000000,1404604800
30317,103030,12668,11189,116073|5.0,5.0,5.0,5.0|1350950400,1369872000,1369872000,1369872000
30657,107963,33957,30627,113926|5.0,5.0,5.0,4.0|1379376000,1379376000,1379376000,1380931200
30756,132251,69006,33303,36581,39667|5.0,5.0,5.0,5.0,5.0|1357689600,1358985600,1358985600,1358985600,1358985600
30840,9752,77215,13533,132459,576|5.0,5.0,5.0,5.0,5.0|1357084800,1359504000,1360195200,1361404800,1363651200
30883,37577,132562,37578,132561,35760,35763,78853,39289|5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0|1337731200,1342915200,1353715200,1353715200,1358467200,1369008000,1371600000,1385078400
31855,576,16727,8420,59451,9008|5.0,4.0,4.0,4.0,3.0|1360108800,1360108800,1363824000,1363824000,1363824000
31914,576,1154,8467,4630|5.0,5.0,3.0,4.0|1370995200,1378944000,1384992000,1385596800
31974,4870,5430,576,9440|5.0,5.0,5.0,5.0|1359072000,1359072000,1361836800,1370390400
33045,576,12799,1154,613|5.0,5.0,2.0,5.0|1360022400,1360022400,1360022400,1365811200
33576,11999,139187,139188,9101,114338,9104,99558,99559|3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0|1381104000,1387065600,1387497600,1387843200,1387843200,1389225600,1392681600,1394064000
33681,576,4396,5079,5237,1720|4.0,5.0,5.0,5.0,5.0|1395360000,1395360000,1395360000,1395360000,1395360000
34224,19489,1445,576,249,6411|4.0,4.0,4.0,4.0,4.0|1374710400,1377216000,1386288000,1388188800,1389916800
34637,141905,35101,5066,35142,141906,37031,13450,19236|5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0|1305158400,1356998400,1363996800,1366588800,1367712000,1380067200,1385942400,1389744000
35406,31493,33374,30549,30313,30314|5.0,5.0,5.0,5.0,5.0|1373328000,1374192000,1378684800,1380844800,1382227200
35547,31493,33374,14058,30549|4.0,5.0,4.0,4.0|1363564800,1363996800,1364256000,1376092800
35581,17984,31493,33374,30549|5.0,5.0,4.0,2.0|1374451200,1382918400,1382918400,1382918400
35607,31493,38227,24796,33374,4405|2.0,5.0,5.0,2.0,5.0|1400544000,1400544000,1400544000,1400544000,1400544000
35611,119525,19795,31493,33374,30549|4.0,3.0,4.0,4.0,4.0|1389052800,1390176000,1390608000,1392854400,1392854400
36149,114100,114279,146330,79032,8890|5.0,5.0,3.0,5.0,5.0|1376006400,1376006400,1376006400,1376006400,1376006400
36169,1155,114100,79032,8890|5.0,5.0,5.0,5.0|1332806400,1342396800,1342396800,1342396800
36256,106825,78248,146628,120515,54126,130819,130820,146629|4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0|1402358400,1403136000,1403740800,1404172800,1404172800,1404172800,1404172800,1404259200
36263,33778,146643,146644,146646,3889,56463,56464,146645|5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0|1397088000,1398470400,1401580800,1401580800,1404000000,1404691200,1404691200,1405036800
36679,4765,5547,7472,147778|5.0,4.0,5.0,5.0|1395273600,1397260800,1401321600,1401321600
36680,4765,4767,1199,13481|5.0,5.0,5.0,1.0|1387843200,1387843200,1391731200,1403913600
36692,7881,13359,11522,5186,4765,5547|4.0,5.0,4.0,5.0,4.0,4.0|1384214400,1387238400,1389830400,1394064000,1397606400,1401235200
36720,4765,5547,4411,5001,6626|5.0,4.0,4.0,5.0,5.0|1389657600,1391040000,1391558400,1391558400,1391558400
36731,4767,4765,5547,9752|5.0,5.0,5.0,5.0|1388275200,1388966400,1389225600,1391212800
36732,1720,4765,5547,7472|5.0,5.0,5.0,5.0|1383004800,1397692800,1397692800,1397692800
